"BUILDING","ROOM","Course","Title","SECTION","First_Name","Last_Name","Monday","Tuesday","Wednesday","Thursday","Friday","Start_Time","Stop_Time"
"COMMON","330","HI202","US History Since 1877","09","Sarah","Franklin","","T","","R","","11:00 AM","12:15 PM"
"COMMON","330","HI202","US History Since 1877","07","Sarah","Franklin","","T","","R","","09:30 AM","10:45 AM"
"COMMON","330","MG330","Principles of Management","01","Daniel","Hallock","M","","W","","","01:30 PM","02:45 PM"
"COMMON","330","MG440","Applied Decision Making","01","Daniel","Hallock","","","W","","","12:00 PM","01:15 PM"
"COMMON","330","MK360","Principles of Marketing","01","Jerome","Gafford","","T","","R","","12:30 PM","01:45 PM"
"FLOWRS","303","HPE000","Senior Portfolio","01","Thomas","Coates","M","","","","","07:30 AM","08:30 AM"
"FLOWRS","303","HPE221","Introduction to HPE","01","Thomas","Coates","M","","W","","F","11:00 AM","11:50 AM"
"FLOWRS","303","HPE225","Nutrition & Human Performance","01","Eric","O'Neal","","T","","R","","08:00 AM","09:15 AM"
"FLOWRS","303","HPE360","Intro to Fitness Testing","01","James","Green","","T","","R","","11:00 AM","12:15 PM"
"FLOWRS","303","HPE466","Legal Issues/Risk Man","01","Thomas","Coates","M","","W","","F","09:00 AM","09:50 AM"
"FLOWRS","303","HPE490","Res Meth/Concepts and Analysis","01","Eric","O'Neal","","T","","R","","09:30 AM","10:45 AM"
"FLOWRS","303","HPE603","Sport in American Life","01","Thomas","Coates","","","W","","","04:00 PM","06:45 PM"
"FLOWRS","303","SRM222","Introduction to SRM","01","Chanho","Kang","","T","","R","","12:30 PM","01:45 PM"
"FLOWRS","303","SRM348","Challenge Course Leadership","01","McKenzie","Martin","","T","","","","04:00 PM","06:45 PM"
"FLOWRS","304","HPE108","Golf","01","Michael","Hall","M","","W","","","10:00 AM","10:50 AM"
"FLOWRS","304","HPE110","Badminton","01","Noel","McBrayer","M","","W","","","12:00 PM","12:50 PM"
"FLOWRS","304","HPE213","Foundations of Health","02","Jean","Helm","M","","W","","F","08:00 AM","08:50 AM"
"FLOWRS","304","HPE275","Officiating Sports","01","Noel","McBrayer","","T","","R","","09:30 AM","10:45 AM"
"FLOWRS","304","HPE402","Ex Rx/Healthy Ind","01","Joyce","McIntosh","","T","","R","","08:00 AM","09:15 AM"
"FLOWRS","304","HPE408","Consumer Health","01","Lee","Renfroe","M","","W","","F","09:00 AM","09:50 AM"
"FLOWRS","304","HPE494","Ex Rx Moderate Risk","01","Joyce","McIntosh","","T","","R","","02:00 PM","03:15 PM"
"FLOWRS","304","HPE496","Cardio Rehab/ECG Interpret","01","Joyce","McIntosh","","T","","R","","11:00 AM","12:15 PM"
"FLOWRS","304","HPE496L","Cardio Rehab/ECG Lab","02","Joyce","McIntosh","M","","","","","02:00 PM","03:50 PM"
"FLOWRS","304","HPE496L","Cardio Rehab/ECG Lab","01","Joyce","McIntosh","M","","","","","01:00 PM","02:50 PM"
"FLOWRS","304","HPE596","Cardio Rehab/ECG Interpret","01","Joyce","McIntosh","","T","","R","","11:00 AM","12:15 PM"
"FLOWRS","304","SRM341","Rec Program/Leadership","01","McKenzie","Martin","","","W","","","04:00 PM","06:45 PM"
"FLOWRS","304","SRM372","Golf for Business Professional","01","Michael","Hall","","T","","","","02:00 PM","05:00 PM"
"FLOWRS","307","HPE213","Foundations of Health","01","Jean","Helm","","T","","R","","09:30 AM","10:45 AM"
"FLOWRS","307","HPE233","First Aid","04","Henry","Jackson","","","W","","","05:00 PM","07:45 PM"
"FLOWRS","307","HPE233","First Aid","01","Johnny","Long","M","","W","","F","08:00 AM","08:50 AM"
"FLOWRS","307","HPE300","Methods PE 6-12","01","Jean","Helm","M","","W","","F","09:00 AM","09:50 AM"
"FLOWRS","307","HPE342","School Health Ed/Elem Sch","01","Jean","Helm","","T","","R","","02:00 PM","03:15 PM"
"FLOWRS","307","HPE351","Chronic Disease & HP","01","Lee","Renfroe","M","","W","","F","11:00 AM","11:50 AM"
"FLOWRS","307","HPE352","Kinesiology","01","Johnny","Long","M","","W","","F","10:00 AM","10:50 AM"
"FLOWRS","307","HPE378","Athletic Training & Cond","01","Johnny","Long","","T","","R","","08:00 AM","09:15 AM"
"FLOWRS","307","HPE421","Psychology of Coaching","01","Johnny","Long","","T","","R","","11:00 AM","12:15 PM"
"FLOWRS","307","HPE660","Scientific Bases of HHP","01","James","Green","","T","","","","04:00 PM","06:45 PM"
"FLOWRS","307","HPE665","Critical Analysis of Lit","01","Eric","O'Neal","","","","R","","04:00 PM","06:45 PM"
"FLOWRS","307","HPE670","Legal Issues","01","Thomas","Coates","M","","","","","04:00 PM","06:45 PM"
"FLOWRS","308","HPE119","Beg Self Def/Karate","01","Todd","Oyen","","T","","R","","02:00 PM","03:15 PM"
"FLOWRS","308","HPE175","Essentials of Healthy Living","03","Kathy","Underwood","M","","W","","F","11:00 AM","11:50 AM"
"FLOWRS","308","HPE175","Essentials of Healthy Living","01","Kathy","Underwood","M","","W","","F","09:00 AM","09:50 AM"
"FLOWRS","308","HPE175","Essentials of Healthy Living","02","Kathy","Underwood","","T","","R","","11:00 AM","12:15 PM"
"FLOWRS","308","HPE233","First Aid","02","Glenda","Richey","M","","W","","F","12:00 PM","12:50 PM"
"FLOWRS","308","HPE401","Adaptive Physical Education","01","Kathy","Underwood","M","","W","","F","10:00 AM","10:50 AM"
"FLOWRS","308","HPE403","Essentials/Resis Tr","01","Eric","O'Neal","","T","","R","","12:30 PM","01:45 PM"
"FLOWRS","308","HPE443","Management of HPE & Athletics","01","Kathy","Underwood","","T","","R","","09:30 AM","10:45 AM"
"FLOWRS","308","HPE497","Special Topics","02","Jianmei","Zhang","","","W","","","04:00 PM","06:45 PM"
"FLOWRS","308","HPE503","Essentials of Resist Train","01","Eric","O'Neal","","T","","R","","12:30 PM","01:45 PM"
"FLOWRS","308","HPE645","Ethical Practice in Integr Hth","01","Jianmei","Zhang","","T","","","","04:00 PM","06:45 PM"
"FLOWRS","308","HPE651","Special Topics","01","Jianmei","Zhang","","","W","","","04:00 PM","06:45 PM"
"FLOWRS","308","SRM345","Natural Resource Management","01","Michael","Hudson","M","","","","","04:00 PM","06:45 PM"
"FLOWRS","308","SRM420","Seminar in Sport Management","01","Chanho","Kang","","T","","R","","08:00 AM","09:15 AM"
"FLOWRS","309","HPE102","Weight Training & Conditioning","04","Jonathon","Allen","","T","","R","","08:00 AM","08:50 AM"
"FLOWRS","309","HPE105","Walking/Jogging/Running","04","Rita","Martin","M","","W","","","11:00 AM","11:50 AM"
"FLOWRS","309","HPE105","Walking/Jogging/Running","01","Anah","Smith","M","","W","","","08:00 AM","08:50 AM"
"FLOWRS","309","HPE130","Beginning Swimming","01","Michael","Hall","M","","W","","","12:00 PM","12:50 PM"
"FLOWRS","309","HPE131","Intermediate Swimming","01","Michael","Hall","M","","W","","","01:00 PM","01:50 PM"
"FLOWRS","309","HPE148","Scuba Diving","01","Chad","Dyer","","T","","","","06:00 PM","10:00 PM"
"FLOWRS","309","HPE149","Advanced Scuba Diving","01","Chad","Dyer","","T","","","","06:00 PM","10:00 PM"
"FLOWRS","309","HPE158","Fly Fishing","01","David","Shields","","","","R","","03:00 PM","06:00 PM"
"FLOWRS","309","HPE216","Ind/Dual Sports","01","Noel","McBrayer","","T","","R","","11:00 AM","12:15 PM"
"FLOWRS","309","HPE353W","Physiology of Exercise","01","James","Green","","T","","R","","12:30 PM","01:45 PM"
"FLOWRS","309","SRM320","Sport Communication","01","Chanho","Kang","M","","W","","F","10:00 AM","10:50 AM"
"FLOWRS","309","SRM410","Management of Sport & Rec Orgs","01","Tyler","Unsicker","M","","","","","03:00 PM","05:45 PM"
"FLOWRS","309","SRM600","Sport Marketing and Finance","01","Chanho","Kang","","","W","","","04:00 PM","06:45 PM"
"FLOWRS","310","HPE499","Independent Study","02","Thomas","Coates","","","","","","",""
"FLOWRS","310","HPE499","Independent Study","01","Thomas","Coates","","","","","","",""
"FLOWRS","310","HPE693","Comprehensive Examination","01","Thomas","Coates","","","","","","",""
"FLOWRS","310","HPE695","Thesis","02","Thomas","Coates","","","","","","",""
"FLOWRS","310","HPE695","Thesis","01","Thomas","Coates","","","","","","",""
"FLOWRS","310","SRM499","Independent Study","02","Thomas","Coates","","","","","","",""
"FLOWRS","310","SRM605","Sport Comm & Media Relations","01","Chanho","Kang","","","","","","",""
"FLOWRS","314","HPE450","Motor Learning","01","Jean","Helm","","T","","","","08:00 AM","09:15 AM"
"FLOWRS","314","HPE498","Internship","01","Michael","Hall","","","","","","",""
"FLOWRS","314","SRM498","Internship","01","Michael","Hall","","","","","","",""
"FLOWRS","403","HPE102","Weight Training & Conditioning","03","Anah","Smith","M","","W","","","10:00 AM","10:50 AM"
"FLOWRS","403","HPE405","Exercise Leadership","01","Glenda","Richey","","T","","R","","09:30 AM","10:45 AM"
"FLOWRS","MC","HPE102","Weight Training & Conditioning","01","Rita","Martin","M","","W","","","09:00 AM","09:50 AM"
"FLOWRS","MC","HPE102","Weight Training & Conditioning","02","Jonathon","Allen","","T","","R","","09:30 AM","10:20 AM"
"FLOWRS","MC","HPE105","Walking/Jogging/Running","02","Anah","Smith","M","","W","","","09:00 AM","09:50 AM"
"FLOWRS","MC","HPE105","Walking/Jogging/Running","03","Jonathon","Allen","","T","","R","","11:00 AM","11:50 AM"
"FLOWRS","MC","HPE106","Tennis","02","Noel","McBrayer","","T","","R","","12:30 PM","01:20 PM"
"FLOWRS","MC","HPE123","Volleyball","01","Noel","McBrayer","M","","W","","","10:00 AM","10:50 AM"
"FLOWRS","MC","HPE140","Aerobic Dance","02","Rita","Martin","M","","W","","","02:00 PM","02:50 PM"
"FLOWRS","MC","HPE140","Aerobic Dance","03","Anah","Smith","","T","","R","","09:00 AM","09:50 AM"
"FLOWRS","MC","HPE140","Aerobic Dance","01","Rita","Martin","M","","W","","","01:00 PM","01:50 PM"
"FSBLDG","100","BI101","Introductory Biology","01","Paul","Kittle","","T","","R","","08:00 AM","09:15 AM"
"FSBLDG","100","BI101","Introductory Biology","02","Paul","Kittle","M","","W","","F","09:00 AM","09:50 AM"
"FSBLDG","100","BI102","Introductory Biology","03","Kemalynn","Pounders","","T","","","","06:00 PM","07:50 PM"
"FSBLDG","100","BI102","Introductory Biology","03","Kemalynn","Pounders","","","","R","","06:00 PM","06:50 PM"
"FSBLDG","100","BI102","Introductory Biology","02","Paul","Kittle","","T","","R","","09:30 AM","10:45 AM"
"FSBLDG","100","BI112","Principles of Biology","02","Glenn","Marvin","M","","W","","F","11:00 AM","11:50 AM"
"FSBLDG","100","BI200W","Biological Literature","02","Lisa","Blankinship","","","W","","","12:00 PM","12:50 PM"
"FSBLDG","100","BI200W","Biological Literature","01","Lisa","Blankinship","M","","","","","12:00 PM","12:50 PM"
"FSBLDG","100","BI241","Human Anatomy & Physiology I","01","Ping","Zhao","","T","","R","","11:00 AM","12:15 PM"
"FSBLDG","100","BI241","Human Anatomy & Physiology I","02","Isaac","Sleadd","M","","W","","F","01:00 PM","01:50 PM"
"FSBLDG","100","BI242","Human Anatomy & Physiology II","01","Ping","Zhao","M","","W","","F","08:00 AM","08:50 AM"
"FSBLDG","100","BI242","Human Anatomy & Physiology II","02","Ping","Zhao","M","","W","","F","02:00 PM","02:50 PM"
"FSBLDG","100","BI307","Microbiology","01","Donald","Roush","M","","W","","F","10:00 AM","10:50 AM"
"FSBLDG","100","BI498","Senior Assessment Seminar","01","Paul","Kittle","M","","","","","04:00 PM","04:50 PM"
"FSBLDG","101","HES345","Digital Visualization for ID","01","Dhrumil","Patel","","T","","R","","11:00 AM","01:40 PM"
"FSBLDG","101","HES365","Interior Design II","01","Earnest","Bunn","","T","","R","","02:00 PM","04:40 PM"
"FSBLDG","101","HES366","History of Interiors","01","Earnest","Bunn","M","","W","","","01:15 PM","02:15 PM"
"FSBLDG","101","HES464","Interior Design IV","01","Dhrumil","Patel","","T","","R","","08:00 AM","10:40 AM"
"FSBLDG","102","CH101","Introductory Chemistry","01","Douglas","Andrews","M","","W","","F","11:00 AM","11:50 AM"
"FSBLDG","102","CH111","General Chemistry","01","Cameron","Gren","M","","W","","F","09:00 AM","09:50 AM"
"FSBLDG","102","CH112","General Chemistry","01","Cameron","Gren","M","","W","","F","10:00 AM","10:50 AM"
"FSBLDG","102","CH311","Organic Chemistry","01","Amanda","Coffman","M","","W","R","F","12:00 PM","12:50 PM"
"FSBLDG","102","CH312","Organic Chemistry","01","Frank","Diaz","M","T","W","","F","08:00 AM","08:50 AM"
"FSBLDG","102","CH465","Environmental Regulations","01","Malene","McElroy","M","","","","","06:00 PM","08:45 PM"
"FSBLDG","102","CH665","Environmental Reg for Teachers","01","Brentley","Olive","M","","","","","06:00 PM","08:45 PM"
"FSBLDG","103","HES244","Diverse Learners","01","Angela","Yuille","","T","","","","03:30 PM","06:15 PM"
"FSBLDG","103","HES342","Nutrition","01","Jill","Englett","M","","","","F","08:00 AM","09:15 AM"
"FSBLDG","103","HES362","Child Development","01","Robert","Young","M","","W","","","01:00 PM","02:15 PM"
"FSBLDG","103","HES372","Methods & Materials","01","Robert","Young","M","","W","","","09:30 AM","10:45 AM"
"FSBLDG","103","HES422","Professional Dress","01","Jane","Wilson","","T","","R","","09:30 AM","10:45 AM"
"FSBLDG","107","HES322","Visual Presentation I","01","Jane","Wilson","M","","W","","F","08:00 AM","08:50 AM"
"FSBLDG","107","HES340","Textile Fiber Theory","01","Jane","Wilson","M","","W","","","11:00 AM","12:15 PM"
"FSBLDG","107","HES441","Advanced Clothing","01","Jane","Wilson","M","","W","","","09:00 AM","10:50 AM"
"FSBLDG","107","HES443","Family Development","01","Jane","Wilson","","T","","R","","11:00 AM","12:15 PM"
"FSBLDG","107","HES452","Med Nutrition Therapy II","01","Julie","Tate","M","","W","","","02:00 PM","03:15 PM"
"FSBLDG","113","HES274","Space Planning","01","Dhrumil","Patel","M","","W","","","08:00 AM","10:40 AM"
"FSBLDG","113","HES323","Interior Material","01","Dhrumil","Patel","M","","W","","","11:00 AM","12:15 PM"
"FSBLDG","113","HES324","Visual Presentation I for ID","01","Earnest","Bunn","","T","","R","","08:00 AM","10:40 AM"
"FSBLDG","200","BI241","Human Anatomy & Physiology I","D","Evelyn","Bruce","","","","R","","01:00 PM","02:50 PM"
"FSBLDG","200","BI241","Human Anatomy & Physiology I","G","Damien","Simbeck","","","","R","","07:00 PM","08:50 PM"
"FSBLDG","200","BI241","Human Anatomy & Physiology I","C","Glenn","Marvin","","","W","","","12:00 PM","01:50 PM"
"FSBLDG","200","BI241","Human Anatomy & Physiology I","B","Evelyn","Bruce","","","W","","","09:00 AM","10:50 AM"
"FSBLDG","200","BI241","Human Anatomy & Physiology I","F","Damien","Simbeck","","","","R","","03:00 PM","04:50 PM"
"FSBLDG","200","BI241","Human Anatomy & Physiology I","E","Evelyn","Bruce","","","W","","","02:00 PM","03:50 PM"
"FSBLDG","200","BI241","Human Anatomy & Physiology I","A","Isaac","Sleadd","","","","R","","08:00 AM","09:50 AM"
"FSBLDG","200","BI242","Human Anatomy & Physiology II","C","Jason","Jones","","T","","","","01:00 PM","02:50 PM"
"FSBLDG","200","BI242","Human Anatomy & Physiology II","B","Jason","Jones","","T","","","","10:00 AM","11:50 AM"
"FSBLDG","200","BI242","Human Anatomy & Physiology II","A","Ping","Zhao","","T","","","","08:00 AM","09:50 AM"
"FSBLDG","200","BI242","Human Anatomy & Physiology II","D","Ping","Zhao","","T","","","","03:00 PM","04:50 PM"
"FSBLDG","201","CH101","Introductory Chemistry","02","Douglas","Andrews","M","","W","","F","09:00 AM","09:50 AM"
"FSBLDG","201","CH102","Intro Organic and Biochemistry","01","Amanda","Coffman","M","","W","","F","10:00 AM","10:50 AM"
"FSBLDG","201","IH301","Occupational Safety and Health","01","Brentley","Olive","","T","","R","","11:00 AM","12:15 PM"
"FSBLDG","201","IH333","Industrial Toxicology","01","Brentley","Olive","M","","W","","","02:00 PM","03:15 PM"
"FSBLDG","202","BI305","Cell Biology","A","Isaac","Sleadd","","T","","","","09:00 AM","11:50 AM"
"FSBLDG","202","BI305","Cell Biology","B","Isaac","Sleadd","","T","","","","01:00 PM","03:50 PM"
"FSBLDG","202","BI305","Cell Biology","01","Isaac","Sleadd","M","","W","","F","10:00 AM","10:50 AM"
"FSBLDG","202","BI306","Genetics","B","Tina","Hubler","","","","R","","01:00 PM","03:50 PM"
"FSBLDG","202","BI306","Genetics","A","Tina","Hubler","","","","R","","09:00 AM","11:50 AM"
"FSBLDG","203B","CH495","Senior Research/Internship","01","Brentley","Olive","","","","","","",""
"FSBLDG","203B","CH496","Senior Research/Internship","01","Brentley","Olive","","","","","","",""
"FSBLDG","203B","CH497","Senior Research/Internship","01","Brentley","Olive","","","","","","",""
"FSBLDG","203B","IH496","Capstone Project in IH","02","Brentley","Olive","","","","","","",""
"FSBLDG","206","BI102","Introductory Biology","A","Jason","Jones","","","W","","","10:00 AM","11:50 AM"
"FSBLDG","206","BI102","Introductory Biology","F","Kemalynn","Pounders","","","","R","","07:00 PM","08:50 PM"
"FSBLDG","206","BI102","Introductory Biology","E","Jeffery","Ray","","","W","","","02:00 PM","03:50 PM"
"FSBLDG","206","BI102","Introductory Biology","B","Jason","Jones","","","","R","","10:00 AM","11:50 AM"
"FSBLDG","206","BI102","Introductory Biology","D","Jeffery","Ray","","","","R","","01:00 PM","02:50 PM"
"FSBLDG","206","BI102","Introductory Biology","C","Evelyn","Bruce","","","W","","","12:00 PM","01:50 PM"
"FSBLDG","206","BI111","Principles of Biology","C","Francis","Menapace","M","","","","","02:00 PM","03:50 PM"
"FSBLDG","206","BI111","Principles of Biology","A","Francis","Menapace","","T","","","","09:00 AM","10:50 AM"
"FSBLDG","206","BI111","Principles of Biology","B","Francis","Menapace","","T","","","","01:00 PM","02:50 PM"
"FSBLDG","208","BI101","Introductory Biology","A","Evelyn","Bruce","","T","","","","10:00 AM","11:50 AM"
"FSBLDG","208","BI101","Introductory Biology","B","Terry","Richardson","","","","R","","10:00 AM","11:50 AM"
"FSBLDG","208","BI101","Introductory Biology","F","Terry","Richardson","","","W","","","01:00 PM","02:50 PM"
"FSBLDG","208","BI101","Introductory Biology","G","Jason","Jones","","","","R","","01:00 PM","02:50 PM"
"FSBLDG","208","BI101","Introductory Biology","H","Evelyn","Bruce","M","","","","","02:00 PM","03:50 PM"
"FSBLDG","208","BI101","Introductory Biology","E","Tina","Hubler","","T","","","","01:00 PM","02:50 PM"
"FSBLDG","208","BI101","Introductory Biology","D","Jason","Jones","M","","","","","12:00 PM","01:50 PM"
"FSBLDG","208","BI101","Introductory Biology","C","Paul","Davison","","","W","","","11:00 AM","12:50 PM"
"FSBLDG","212","BI409","Immunology","A","Lisa","Blankinship","","T","","","","01:30 PM","03:20 PM"
"FSBLDG","213","BI362","Non-Vascular Plants","01","Paul","Davison","M","","W","","F","08:00 AM","08:50 AM"
"FSBLDG","213","BI362","Non-Vascular Plants","A","Paul","Davison","","T","","","","09:30 AM","12:20 PM"
"FSBLDG","213","BI463","Plant Taxonomy","A","Francis","Menapace","","","","R","","09:00 AM","11:50 AM"
"FSBLDG","213","BI499","Special Topics in Biology","01","Paul","Davison","","","W","","F","09:00 AM","10:15 AM"
"FSBLDG","216","BI307","Microbiology","D","Lisa","Blankinship","","","W","","","01:00 PM","02:50 PM"
"FSBLDG","216","BI307","Microbiology","A","Donald","Roush","","T","","","","08:00 AM","09:50 AM"
"FSBLDG","216","BI307","Microbiology","B","Donald","Roush","","","","R","","08:00 AM","09:50 AM"
"FSBLDG","216","BI307","Microbiology","C","Donald","Roush","","T","","","","01:00 PM","02:50 PM"
"FSBLDG","216","BI407","Applied Bacteriology","A","Donald","Roush","M","","","","","03:00 PM","04:50 PM"
"FSBLDG","216","BI690","Special Topics in Biology","03","Donald","Roush","M","","","","","03:00 PM","04:50 PM"
"FSBLDG","217","CH444","Quantum Mechanics","01","Valeriy","Dolmatov","M","","W","","F","08:00 AM","08:50 AM"
"FSBLDG","217","PH121","Introductory Physics","01","David","Thompson","M","","W","","F","09:00 AM","09:50 AM"
"FSBLDG","217","PH242","General Physics II","01","Valeriy","Dolmatov","M","","W","","F","12:00 PM","12:50 PM"
"FSBLDG","217","PH252","Technical Physics II","01","David","Thompson","M","T","W","","F","10:00 AM","10:50 AM"
"FSBLDG","217","PH444","Quantum Mechanics","01","Valeriy","Dolmatov","M","","W","","F","08:00 AM","08:50 AM"
"FSBLDG","217","PH448","Electromagnetic Fields","01","David","Thompson","M","","W","","F","11:00 AM","11:50 AM"
"FSBLDG","217","PH498","Senior Assessment Seminar","01","David","Thompson","","T","","","","09:00 AM","09:50 AM"
"FSBLDG","221","ES131","Earth Science/Physical Geology","A","Wanda","Robertson","M","","","","","10:00 AM","11:50 AM"
"FSBLDG","221","ES133","Earth Science/Earth Systems","B","Richard","Statom","M","","","","","01:00 PM","02:50 PM"
"FSBLDG","221","ES247","Sustainable Earth","A","Brenda","Webb","","","W","","","01:00 PM","02:50 PM"
"FSBLDG","221","ES308","Teaching Science Grades P-6","02","Brenda","Webb","","T","","R","","02:00 PM","03:15 PM"
"FSBLDG","221","ES308","Teaching Science Grades P-6","01","Brenda","Webb","","T","","R","","09:30 AM","10:45 AM"
"FSBLDG","225","BI101","Introductory Biology","04","Tina","Hubler","M","","W","","F","10:00 AM","10:50 AM"
"FSBLDG","225","BI101","Introductory Biology","03","Lisa","Blankinship","","T","","R","","09:30 AM","10:45 AM"
"FSBLDG","225","BI111","Principles of Biology","01","Francis","Menapace","M","","W","","F","08:00 AM","08:50 AM"
"FSBLDG","225","BI111","Principles of Biology","02","Lisa","Blankinship","M","","W","","F","11:00 AM","11:50 AM"
"FSBLDG","225","BI112","Principles of Biology","01","Thomas","Haggerty","M","","W","","F","09:00 AM","09:50 AM"
"FSBLDG","225","BI299H","Honors Science Symposium","H01","Donald","Roush","","","","R","","11:00 AM","11:50 AM"
"FSBLDG","225","BI312","Evolution","01","Jeffery","Ray","M","","W","","F","01:00 PM","01:50 PM"
"FSBLDG","225","BI407","Applied Bacteriology","01","Donald","Roush","M","","W","","F","12:00 PM","12:50 PM"
"FSBLDG","225","BI409","Immunology","01","Lisa","Blankinship","","T","","R","","12:30 PM","01:20 PM"
"FSBLDG","225","BI690","Special Topics in Biology","03","Donald","Roush","M","","W","","F","12:00 PM","12:50 PM"
"FSBLDG","225","BI690","Special Topics in Biology","04","Jeffery","Ray","M","","W","","F","01:00 PM","01:50 PM"
"FSBLDG","300","CH111L","General Chemistry Laboratory","C","Jeffery","Choron","","","","R","","08:00 AM","10:45 AM"
"FSBLDG","300","CH111L","General Chemistry Laboratory","A","Jeffery","Choron","","T","","","","08:00 AM","10:45 AM"
"FSBLDG","300","CH111L","General Chemistry Laboratory","B","Jeffery","Choron","","T","","","","12:30 PM","03:15 PM"
"FSBLDG","301","CH322","Instrumental Analysis","01","Chong","Qiu","M","","W","","F","09:00 AM","09:50 AM"
"FSBLDG","301","CH382","Physical Chemistry","01","Christopher","Stopera","M","","W","R","F","10:00 AM","10:50 AM"
"FSBLDG","301","CH432","Chemical Instrumentation","01","Chong","Qiu","M","","W","","F","09:00 AM","09:50 AM"
"FSBLDG","301","CH434","Advanced Inorganic Chemistry","01","Cameron","Gren","","T","","R","","11:00 AM","12:15 PM"
"FSBLDG","301","IH310","Ind Ergnmcs and Phys Agnts","01","Crescente","Figueroa","M","","W","","F","01:00 PM","01:50 PM"
"FSBLDG","301","IH310L","Ind Ergnmcs and Phys Agnts Lab","B","Michael","Collins","","","","R","","12:30 PM","03:15 PM"
"FSBLDG","301","IH444","Sampling Methods in IH","01","Crescente","Figueroa","M","","W","","F","11:00 AM","11:50 AM"
"FSBLDG","302","CH112L","General Chemistry Laboratory","C","Paul","Enlow","","T","","","","06:00 PM","08:45 PM"
"FSBLDG","302","CH112L","General Chemistry Laboratory","A","Cameron","Gren","","T","","","","08:00 AM","10:45 AM"
"FSBLDG","302","CH112L","General Chemistry Laboratory","B","Christopher","Stopera","","T","","","","12:30 PM","03:15 PM"
"FSBLDG","303","IH310L","Ind Ergnmcs and Phys Agnts Lab","A","Crescente","Figueroa","","T","","","","12:30 PM","03:15 PM"
"FSBLDG","303","IH495","Senior Research/Internship","01","Crescente","Figueroa","","","","","","",""
"FSBLDG","303","IH495","Senior Research/Internship","03","Crescente","Figueroa","","","","","","",""
"FSBLDG","303","IH495","Senior Research/Internship","02","Crescente","Figueroa","","","","","","",""
"FSBLDG","303","IH496","Capstone Project in IH","01","Crescente","Figueroa","","","","","","",""
"FSBLDG","308","CH311L","Organic Chemistry Laboratory","A","Amanda","Coffman","M","","","","","02:00 PM","04:45 PM"
"FSBLDG","308","CH312L","Organic Chemistry Laboratory","C","Frank","Diaz","","","","R","","12:30 PM","03:15 PM"
"FSBLDG","308","CH312L","Organic Chemistry Laboratory","B","Frank","Diaz","","","","R","","08:00 AM","10:45 AM"
"FSBLDG","308","CH312L","Organic Chemistry Laboratory","A","Frank","Diaz","","T","","","","12:30 PM","03:15 PM"
"FSBLDG","311","CH382L","Physical Chemistry Laboratory","A","Christopher","Stopera","M","","W","","","02:00 PM","04:45 PM"
"FSBLDG","313","CH322L","Instrumental Analysis Lab","B","Chong","Qiu","","T","","R","","12:30 PM","03:15 PM"
"FSBLDG","313","CH322L","Instrumental Analysis Lab","A","Chong","Qiu","","T","","R","","08:00 AM","10:45 AM"
"FSBLDG","313","CH432LW","Chemical Instrumentation Lab","B","Chong","Qiu","","T","","R","","12:30 PM","03:15 PM"
"FSBLDG","313","CH432LW","Chemical Instrumentation Lab","A","Chong","Qiu","","T","","R","","08:00 AM","10:45 AM"
"FSBLDG","314","IH444L","Sampling Methods in IH Lab","A","Crescente","Figueroa","","","W","","","03:30 PM","06:15 PM"
"FSBLDG","319","PH101","Interactive Physics","01","Valeriy","Dolmatov","","","W","","","09:00 AM","10:45 AM"
"FSBLDG","319","PH101","Interactive Physics","01","Valeriy","Dolmatov","M","","","","","09:00 AM","09:50 AM"
"FSBLDG","319","PH101","Interactive Physics","A","Valeriy","Dolmatov","","","","","F","09:00 AM","10:45 AM"
"FSBLDG","319","PH121","Introductory Physics","A","David","Thompson","","T","","","","12:00 PM","01:50 PM"
"FSBLDG","319","PH242","General Physics II","A","Valeriy","Dolmatov","M","","","","","02:00 PM","03:50 PM"
"FSBLDG","319","PH252","Technical Physics II","A","Phillip","Crosslin","M","","","","","04:00 PM","05:50 PM"
"FSBLDG","319","PH252","Technical Physics II","B","Phillip","Crosslin","M","","","","","06:00 PM","07:50 PM"
"FSBLDG","400","BI112","Principles of Biology","B","Thomas","Haggerty","","T","","","","10:00 AM","11:50 AM"
"FSBLDG","400","BI112","Principles of Biology","C","Thomas","Haggerty","","","","R","","10:00 AM","11:50 AM"
"FSBLDG","400","BI112","Principles of Biology","A","Paul","Davison","M","","","","","09:00 AM","10:50 AM"
"FSBLDG","400","BI112","Principles of Biology","E","Paul","Kittle","","","","R","","02:00 PM","03:50 PM"
"FSBLDG","400","BI112","Principles of Biology","D","Paul","Davison","","T","","","","02:00 PM","03:50 PM"
"FSBLDG","401","ES131","Earth Science/Physical Geology","02","Richard","Statom","M","","W","","F","10:00 AM","10:50 AM"
"FSBLDG","401","ES131","Earth Science/Physical Geology","01","Terry","Puckett","M","","W","","F","08:00 AM","08:50 AM"
"FSBLDG","401","ES131","Earth Science/Physical Geology","03","Melissa","Driskell","","T","","R","","09:30 AM","10:45 AM"
"FSBLDG","401","ES133","Earth Science/Earth Systems","01","Terry","Puckett","M","","W","","F","09:00 AM","09:50 AM"
"FSBLDG","401","ES247","Sustainable Earth","01","Brenda","Webb","","T","","R","","11:00 AM","12:15 PM"
